id,SalePrice
1739,266866.6037450901
1740,229566.49004285637
1741,196620.87142855627
1742,174163.32625189237
1743,179183.29227052772
1744,294687.69411791954
1745,220218.72257607672
1746,178246.00064883282
1747,215839.4427851658
1748,235773.8777764195
1749,148532.80670870419
1750,125841.14090539882
1751,247864.06952499028
1752,120714.94754818216
1753,148874.43634767365
1754,186560.8882107636
1755,169612.20293142827
1756,133384.1053482859
1757,124069.28819643124
1758,142410.97963713066
1759,157893.09359502976
1760,163550.32307500797
1761,144489.32132476423
1762,179888.0284486059
1763,171180.56488345138
1764,114256.53974753102
1765,168604.7996290032
1766,183249.6344090819
1767,222123.98338967405
1768,143482.97892716652
1769,171959.9824391491
1770,148781.08697152344
1771,124787.38618387982
1772,133668.56756561456
1773,129286.61514877793
1774,138682.3009341971
1775,140414.66421262108
1776,121752.96037222189
1777,118925.19182245032
1778,140533.81285414685
1779,119913.16536306232
1780,172940.59861892223
1781,128134.40255932293
1782,92266.98877292471
1783,142102.17340915574
1784,110737.34798436638
1785,123752.20828535953
1786,136613.65110590035
1787,164514.97137236426
1788,63071.34552673235
1789,99113.95841894312
1790,79921.68437666407
1791,193115.59839744415
1792,163884.87411558782
1793,130308.7732713113
1794,154722.77544736542
1795,136794.66144459823
1796,122709.17616483313
1797,117047.18692171432
1798,126027.09426501472
1799,113289.2510779219
1800,134189.8653205546
1801,130175.40490765765
1802,129708.73016238803
1803,147068.75419683717
1804,142439.12084522715
1805,135854.66067732155
1806,128694.65803524319
1807,130632.7561153745
1808,117726.00259692757
1809,121820.3378024858
1810,142079.53996605077
1811,94238.899042606
1812,96149.77841766608
1813,120737.44870048219
1814,100749.74255006894
1815,55728.79362158036
1816,105327.93010453653
1817,106007.88991570294
1818,148531.02342832444
1819,127302.67982112739
1820,59560.91159198234
1821,116728.60074944743
1822,146755.10728071214
1823,49045.53680645071
1824,132677.554029673
1825,134662.2933547367
1826,108163.41809538349
1827,103068.25860295813
1828,133626.91252765307
1829,114465.13827063504
1830,144495.0895079341
1831,141845.75109657232
1832,80424.17016762332
1833,141817.673094686
1834,123311.51881119402
1835,112769.5989227929
1836,126761.30189298323
1837,88175.67688078561
1838,122474.35570091735
1839,101408.64080916096
1840,146736.42275972143
1841,139080.87984677838
1842,92784.38512316269
1843,133747.1915833413
1844,139486.7813575257
1845,139275.69002055962
1846,150278.21339663636
1847,162465.1770429423
1848,55236.813407151785
1849,110201.03622032981
1850,115400.25666204515
1851,150336.02927374243
1852,121371.95165187407
1853,131840.4829428895
1854,167378.74032084827
1855,143309.8530380677
1856,218681.64543392527
1857,142576.6716385591
1858,138680.96264021553
1859,117703.51986945742
1860,150538.5895949923
1861,117111.08101179895
1862,303366.1701954123
1863,292669.814501979
1864,292688.8300196485
1865,326735.60436772445
1866,323666.0652677894
1867,234020.23715187603
1868,298652.949645256
1869,206144.05694398592
1870,229615.99173917185
1871,240561.77433921443
1872,171142.42424909968
1873,238048.0688236437
1874,142720.22294699322
1875,194038.69135809276
1876,196591.82445867037
1877,208891.02126644645
1878,208348.9980418831
1879,129511.04232285048
1880,135833.8189629383
1881,249135.95916268975
1882,244632.3945248643
1883,189041.38488491325
1884,206430.779727907
1885,231744.13317646366
1886,277095.06267038465
1887,214687.06987479518
1888,272668.48426380986
1889,163399.338256055
1890,122969.28213024048
1891,132958.06675754563
1892,101446.04422817404
1893,132026.36718504477
1894,123503.8824028823
1895,132967.37036756412
1896,124696.15455178705
1897,111833.21175736477
1898,112865.08594469196
1899,158519.1388248581
1900,151678.77982748498
1901,168781.10545398126
1902,149117.47111224508
1903,220866.6145249055
1904,140159.49720519033
1905,197881.27926826593
1906,164670.45957808854
1907,202135.35388381055
1908,114276.01860167185
1909,137115.02792679463
1910,121585.16234003053
1911,220785.9230021918
1912,324943.87170475884
1913,141750.99978516964
1914,64904.940048040626
1915,305763.38093200803
1916,65856.70060633172
1917,250826.2458684544
1918,145945.66065540054
1919,178198.85044734375
1920,151064.563082905
1921,402849.5083755309
1922,306287.7118997988
1923,229388.6662225097
1924,225171.03988083798
1925,191433.81103522697
1926,378587.88263421314
1927,134486.19047131974
1928,156120.69051037478
1929,129771.42694665957
1930,135537.24970739742
1931,148184.50465562608
1932,135884.4655062539
1933,180014.66188290666
1934,182466.54199662324
1935,173085.92996134728
1936,185414.370705935
1937,180950.6607188163
1938,174785.85297890144
1939,231419.132662385
1940,187552.48029045633
1941,173340.25567204267
1942,186548.94890880273
1943,206382.3698456042
1944,348186.25944741996
1945,384898.85196366854
1946,139720.55088021536
1947,299207.07506085205
1948,167778.73198438113
1949,243464.29147185924
1950,181750.56796105072
1951,250135.39239759088
1952,204677.2101310359
1953,171395.15341903333
1954,178236.65138232356
1955,133409.09428412336
1956,329104.269756043
1957,154446.0062760448
1958,314877.6021590217
1959,141393.35619687225
1960,114383.8857145397
1961,124153.2933727835
1962,98633.90312222924
1963,108003.63824291399
1964,107116.71150832163
1965,147415.5845932741
1966,135255.3564974662
1967,295882.7963697221
1968,448030.38397265354
1969,368109.5264299519
1970,439238.4028138488
1971,460427.05515549186
1972,378466.16435451084
1973,261168.4447733633
1974,323055.14963269915
1975,532436.9969483517
1976,271386.62345288973
1977,362637.3913440178
1978,347489.336277431
1979,331846.955777452
1980,199162.8303747123
1981,351225.83202405047
1982,220624.13417708734
1983,204147.21689447828
1984,170579.96784871985
1985,220484.58300523518
1986,208371.40780492302
1987,178233.00523808756
1988,176353.22861921103
1989,190851.47800190622
1990,213499.25226505162
1991,229611.4112014956
1992,215650.2823666097
1993,166751.03377624342
1994,230641.76870559875
1995,182776.4644066395
1996,246501.6532775054
1997,303397.7756613502
1998,331361.91735990316
1999,261476.34433413402
2000,318513.5976219859
2001,272320.5938233705
2002,234349.0326214562
2003,251234.25135883995
2004,291759.9682544204
2005,205760.48683381785
2006,222840.16887084767
2007,246038.9042301335
2008,220937.43715284683
2009,199941.61906008798
2010,189979.29674164063
2011,143940.16539047915
2012,175867.92795715708
2013,178326.8149222964
2014,180928.43862464532
2015,200378.9765996368
2016,193569.8817498729
2017,193432.97271654068
2018,121858.42358473265
2019,136497.99636359175
2020,107858.43237525696
2021,106046.94500307273
2022,177753.69482343295
2023,141924.99490026853
2024,279455.42552043113
2025,357693.46815737034
2026,171646.43143025364
2027,159404.09656020094
2028,149960.28407091793
2029,169537.130692307
2030,266856.74290533696
2031,232167.10775937204
2032,242248.7702324817
2033,249943.02809517906
2034,166534.34991919925
2035,212242.29222312846
2036,196125.58345268792
2037,203840.56246042982
2038,306574.57666839793
2039,210567.61273078114
2040,289680.1196705441
2041,277601.1628395082
2042,201857.26191682217
2043,178107.57227707232
2044,173533.5380862901
2045,218931.28298923353
2046,143501.35073241126
2047,145384.70713108085
2048,140554.52674194193
2049,138684.59568327837
2050,174714.14580134326
2051,107226.14135973374
2052,125850.9128922463
2053,146360.56671779876
2054,92826.10827827104
2055,152671.40057381958
2056,144395.9599098873
2057,114740.83640888457
2058,225569.06067191056
2059,129812.19332277404
2060,173276.81721898165
2061,170186.4184407695
2062,130338.76491374728
2063,115798.66615289984
2064,140127.70104285426
2065,117591.26642877147
2066,163632.3826005231
2067,111995.25989599482
2068,140833.74681054393
2069,85582.82639375022
2070,113617.0492230605
2071,102803.71649724733
2072,132347.70194895042
2073,135949.41904310728
2074,186493.78396256507
2075,140703.6576771357
2076,119014.2803643617
2077,158754.42742677862
2078,129063.18793143387
2079,129458.4997975289
2080,119418.99584163397
2081,124236.4460148011
2082,125938.52878805163
2083,142085.12283303932
2084,111297.89403584476
2085,121375.5013074533
2086,116998.99158443454
2087,120043.44150274113
2088,96528.80394921557
2089,83543.98717716818
2090,126168.63952333757
2091,108129.9756835674
2092,119801.44252287377
2093,115937.4472336938
2094,104393.39430775808
2095,143532.5802542829
2096,80853.33379108789
2097,97336.93722902323
2098,141188.13270949508
2099,58463.6211315077
2100,75435.63610575827
2101,110295.8394997267
2102,128550.23003248853
2103,104522.72937467194
2104,137593.3203803193
2105,128793.30677759263
2106,63192.21159187036
2107,201010.39911715084
2108,112730.57332895181
2109,109692.69201050962
2110,133763.13650192437
2111,130881.92208926874
2112,137487.60710345025
2113,120132.1356600229
2114,118479.18886957633
2115,161184.37527791108
2116,115107.2311279526
2117,146688.98533413772
2118,121285.93031934895
2119,115807.69842300157
2120,116403.61430434942
2121,91484.1330807097
2122,121705.0812073547
2123,88581.91827951305
2124,155449.34882909726
2125,123372.60639526788
2126,146261.05045518652
2127,152231.10419560687
2128,126839.1830209471
2129,95174.71734518117
2130,136356.9095575077
2131,137072.12464439194
2132,111486.36020134758
2133,121344.60560660747
2134,121626.09333815066
2135,97392.68450526577
2136,77180.04253509792
2137,109377.6874367889
2138,126401.18390087502
2139,152154.46655606022
2140,139795.4176848905
2141,153868.55732557923
2142,126767.71769453677
2143,149565.4201603532
2144,120712.84841370667
2145,137393.7276823172
2146,158096.3611485999
2147,144074.32432171563
2148,129923.22113045311
2149,151437.96488742807
2150,220081.19895280176
2151,110649.83677772387
2152,178786.34862449806
2153,168159.95032037966
2154,109317.28586727215
2155,142860.6145239383
2156,278351.386548134
2157,227514.2799170319
2158,234030.98144369075
2159,211145.65492583418
2160,173732.9653051035
2161,239529.4355583935
2162,398044.710139828
2163,362565.53656681493
2164,239894.2197413304
2165,200892.82681225197
2166,152192.9309078345
2167,215722.6690323056
2168,198536.9951315202
2169,194758.11080233974
2170,220655.0199657515
2171,153117.13534313338
2172,129868.21819922693
2173,161834.75704005815
2174,227476.75162518094
2175,296294.27224187565
2176,315045.43279706204
2177,245515.12696370608
2178,209819.6523719379
2179,139341.73741862905
2180,215949.3568475269
2181,190764.83768150536
2182,221837.20810089385
2183,188932.1285975178
2184,121546.2943182262
2185,123543.01247769962
2186,148858.17608947682
2187,156449.71020785157
2188,157225.24225760644
2189,293305.8426094899
2190,79519.44651599479
2191,79748.3317383891
2192,88032.59639336416
2193,109545.04159020839
2194,102844.43062181637
2195,107643.03431999667
2196,101328.67946886866
2197,119696.50919484084
2198,160229.33554264196
2199,183428.32289055813
2200,151849.24462043954
2201,141200.34541810415
2202,216102.14151504287
2203,139999.47324321742
2204,177151.675750435
2205,115893.08568912
2206,141778.5571409521
2207,221494.9041723474
2208,268883.24792424304
2209,242492.85739795998
2210,122112.62685101332
2211,116690.67450598945
2212,118171.48577743243
2213,104966.31545998191
2214,135603.29619808667
2215,103641.89287077065
2216,143594.34695610232
2217,65464.15988175778
2218,76692.58088511507
2219,70810.17543435992
2220,75692.81273596524
2221,309057.76284942834
2222,267380.14276491123
2223,283429.93589098746
2224,208047.07801413364
2225,117506.18866107655
2226,190193.7888774188
2227,197210.1374889419
2228,258420.0320989639
2229,249672.54393578036
2230,157663.19848223473
2231,213308.41371013861
2232,182584.15206413876
2233,173634.40219190542
2234,238860.1384386319
2235,227576.7511898211
2236,270470.2783701658
2237,333133.880195819
2238,193063.83499723222
2239,116922.46359464833
2240,155473.56381447281
2241,159385.3936418225
2242,122955.08615855743
2243,126895.63542266031
2244,101570.33072523637
2245,98657.056182422
2246,140589.752943306
2247,108896.02924436906
2248,125093.71585755316
2249,123708.37103067276
2250,130198.7849146227
2251,103698.50740394251
2252,175976.7986357495
2253,155196.6213048372
2254,179889.8311571309
2255,190485.25087308258
2256,178580.97753702363
2257,209333.21172058771
2258,161278.01978612965
2259,179873.19049720353
2260,156410.24082933948
2261,177874.85286171336
2262,205379.8946938448
2263,377161.6495860538
2264,513199.87449407723
2265,169885.14766926534
2266,289508.74252137606
2267,377838.2833227191
2268,407994.22520657507
2269,146627.27480831297
2270,185923.89052777877
2271,216180.39954307643
2272,194717.85116603033
2273,165610.36581288904
2274,180146.13498171474
2275,162128.62709061464
2276,191863.57211410944
2277,181068.84438317496
2278,147313.65429100196
2279,122364.36970347795
2280,113465.79366326396
2281,175780.55429330267
2282,187404.0581166142
2283,105604.24375947824
2284,111374.37038000253
2285,138020.16353961107
2286,125268.67135206056
2287,347893.50989336224
2288,279744.6844303686
2289,383293.98068089795
2290,456121.6788326415
2291,338515.20494160656
2292,437004.73862130096
2293,501741.96794783464
2294,412800.16145925125
2295,490174.7238380724
2296,292780.03664876404
2297,317065.6083242871
2298,316350.59588712506
2299,371796.02817700617
2300,330200.9547888147
2301,298175.5492241045
2302,249701.73364033827
2303,241628.0467302092
2304,242930.29871663326
2305,193189.0065732466
2306,190688.831419387
2307,198012.78019325147
2308,217293.97987585637
2309,271291.507100444
2310,210030.34153439515
2311,198703.22227155237
2312,166235.21805733963
2313,171903.401722542
2314,171266.64491081247
2315,178501.75232409252
2316,193087.81675385553
2317,192279.47440138744
2318,182141.2060445019
2319,182150.8834538673
2320,187465.54099988323
2321,233719.24490008602
2322,176188.63573945634
2323,181196.75530591872
2324,173517.5361709077
2325,212312.1201822937
2326,172219.3834819682
2327,207609.24196529324
2328,224767.1848620733
2329,187960.80747817407
2330,181017.76772912464
2331,370439.34926137247
2332,402540.3187323274
2333,321816.5583513313
2334,258752.99781048912
2335,262327.66771165305
2336,327779.1365876894
2337,201281.39409690263
2338,266941.20540482434
2339,221114.57899533544
2340,399742.1385477242
2341,217119.82706303892
2342,227055.9100641774
2343,226190.8209641299
2344,223940.69643862254
2345,229117.83922306617
2346,211606.59237294664
2347,201061.5819008071
2348,240249.09914710402
2349,173619.47089745253
2350,306901.89172258246
2351,255789.72149385838
2352,255756.49088325276
2353,257601.30981113776
2354,140837.87120470937
2355,146038.04049029376
2356,155376.25389735942
2357,194859.32027521476
2358,195559.80515531925
2359,130084.73737224321
2360,118578.87658015596
2361,144415.528276239
2362,272202.7807851956
2363,139662.84843224246
2364,159702.78735181483
2365,224516.92412184027
2366,186316.15904631693
2367,218773.88177272328
2368,214126.52425884403
2369,212657.50736039752
2370,169209.43014213385
2371,168028.37374150116
2372,195463.95159700463
2373,283913.35415279254
2374,312327.02787871263
2375,243214.37236517522
2376,278734.0541855775
2377,355930.2931443037
2378,145025.9551256554
2379,202807.10881132545
2380,147226.36366940688
2381,173107.32237763674
2382,205327.7895408456
2383,206927.26667507278
2384,250218.77618905154
2385,161343.93483720356
2386,136238.19016373964
2387,136558.17662289308
2388,98394.83348260424
2389,118102.1647925834
2390,144087.82412762128
2391,146661.6348934314
2392,116039.16781798391
2393,161896.04382164057
2394,139427.32281283618
2395,210127.67631264115
2396,146583.14253194415
2397,214818.15082663283
2398,134623.1957993336
2399,65499.3197988481
2400,64308.06011166516
2401,122268.41412882437
2402,137184.97356811943
2403,137982.01689947167
2404,147804.16207500518
2405,161640.0639537673
2406,144414.72479305963
2407,126846.68520206636
2408,144537.0387004323
2409,121613.23938709448
2410,169532.684576463
2411,116950.31254095297
2412,158054.43955909513
2413,128103.52693815269
2414,146386.76926487457
2415,128927.68187911341
2416,124786.2192530725
2417,133458.45645932303
2418,131091.62394137296
2419,130300.12177139783
2420,123269.13360058058
2421,144821.55338320218
2422,107169.66333172574
2423,112319.01701223245
2424,151268.95575749906
2425,217111.33830884294
2426,125475.53099889783
2427,133868.41512909776
2428,168217.47331148727
2429,113207.27135691988
2430,132700.88154135324
2431,109117.26356429576
2432,144880.08083831222
2433,146334.66118695826
2434,139611.45132127253
2435,152730.954469796
2436,111773.77682809025
2437,108844.2762782276
2438,123772.36969880124
2439,107419.44168669134
2440,120113.38659492052
2441,89390.88592985048
2442,98208.54626690265
2443,123413.27268636509
2444,128585.28404691764
2445,88833.72738956504
2446,139795.19775114584
2447,172582.66555718856
2448,124462.7052420329
2449,112811.24664107824
2450,148681.46066768147
2451,124584.96769613198
2452,201117.28782005404
2453,93310.33940257863
2454,122328.76586601813
2455,118567.32794529523
2456,134298.97319467456
2457,133658.49702628472
2458,125952.88154612822
2459,112037.12245732862
2460,135673.0966663391
2461,125876.59242415307
2462,137221.63258728493
2463,124356.33466726178
2464,179287.84001210573
2465,139456.0637814415
2466,116631.25399318949
2467,130374.82988469713
2468,80533.20698906812
2469,82568.89441389825
2470,191884.6013261976
2471,211203.0100434295
2472,155911.87596961064
2473,116112.69017976322
2474,76024.56208970581
2475,221894.57743408196
2476,117134.23022315903
2477,126229.33204261794
2478,153255.08649249116
2479,104628.10116715654
2480,150229.90010731586
2481,122284.08737502596
2482,128787.20967190053
2483,111194.34359254474
2484,124903.53524389137
2485,125599.66033402228
2486,150610.78273814396
2487,181637.72285382412
2488,161005.99699571152
2489,149973.35057615838
2490,144820.31511036266
2491,92444.74394173051
2492,192892.75220163178
2493,147813.39142360646
2494,147950.81701181282
2495,88002.81543182541
2496,244638.71822941233
2497,152963.00454156453
2498,110196.63090240773
2499,91115.5343020519
2500,124063.72207134592
2501,139766.69493312828
2502,147583.2846893622
2503,98808.00789840239
2504,185945.13731464572
2505,222668.5661195757
2506,257095.51138550995
2507,299970.8322145204
2508,252929.10789570917
2509,215757.5509070326
2510,212018.5908261794
2511,175887.14562980682
2512,206820.42740334768
2513,219373.24246660608
2514,255173.62130311577
2515,149307.8259718907
2516,170350.97395326712
2517,143247.15138175554
2518,147509.81121699853
2519,225269.2949091715
2520,213178.8436059641
2521,189801.01014832748
2522,220753.58952830656
2523,122784.38063837826
2524,136166.42032919833
2525,153704.00987579825
2526,136618.28736275173
2527,112473.99666079173
2528,128842.42470775769
2529,129546.66308344607
2530,121089.7746500662
2531,254403.74573630368
2532,226574.25806604122
2533,196894.84505689124
2534,221029.79599461614
2535,301277.5868298609
2536,232985.57636054565
2537,221694.23348721187
2538,181665.40066153862
2539,186247.81254580335
2540,179587.11550762958
2541,180609.04140967116
2542,167480.12350489447
2543,124651.08514190791
2544,123703.78219267854
2545,126893.48566188567
2546,131000.99036025378
2547,138423.46606357463
2548,153144.6916573197
2549,159813.81692462615
2550,1070633.9927751222
2551,141478.7501348986
2552,131844.65045230353
2553,77581.55908584909
2554,101933.59929681195
2555,121522.4040273116
2556,105265.11347477794
2557,107270.21973561925
2558,163468.7673051232
2559,140490.60293206945
2560,150156.3381126644
2561,148848.281671078
2562,142638.64150526724
2563,152461.15267968836
2564,204213.20740864353
2565,139750.43217660606
2566,152051.46323693363
2567,136244.54412646542
2568,202891.97385080793
2569,223323.39117674774
2570,118024.2339989515
2571,185152.31616283598
2572,139206.51696593853
2573,224602.1374740582
2574,283290.4377114687
2575,132206.46547534835
2576,115322.60303639158
2577,141729.39435601255
2578,86947.78475428799
2579,67923.20438804218
2580,99450.55817657216
2581,112026.85562598945
2582,112437.92649168421
2583,272861.0225504251
2584,172868.51413173508
2585,188740.10741163127
2586,218051.64972360735
2587,197444.4891689763
2588,143474.84492250194
2589,152493.6745038852
2590,205004.4697045084
2591,217888.8099671319
2592,217726.96176508017
2593,246003.66571337794
2594,176474.9756038497
2595,204617.74671348164
2596,305163.8640870418
2597,185800.67051877384
2598,284634.5561928715
2599,319850.00374595734
2600,146977.3538540247
2601,148598.6354752557
2602,82123.00778359492
2603,94258.93052176424
2604,88307.06469419009
2605,79638.86864681978
2606,152799.45784418585
2607,204822.40945189304
2608,200815.71736530974
2609,176431.84760350143
2610,113321.10749837637
2611,123761.330230852
2612,156667.97651818793
2613,131620.7836290392
2614,126244.56101290113
2615,150800.00548740028
2616,147083.66174794442
2617,180547.91226219604
2618,196467.91816043993
2619,193814.66059668013
2620,185964.22367755868
2621,173206.471175104
2622,182155.1212918879
2623,241959.48237950885
2624,312317.7559466474
2625,298449.9473136171
2626,174459.75910501293
2627,163452.09651688306
2628,467899.72874694614
2629,519741.8213795914
2630,370174.0890600421
2631,495782.19865748717
2632,440816.65224861976
2633,303150.8018532882
2634,405952.132671331
2635,159302.91107855577
2636,175786.47323782853
2637,176984.67189063085
2638,261543.13940576612
2639,188814.61831873585
2640,154763.78659995727
2641,105267.68063614376
2642,191709.38300648186
2643,102697.72447333451
2644,122817.3609093357
2645,109549.00448729332
2646,97297.12643464992
2647,105692.88112042712
2648,145724.66639703928
2649,151877.23598414424
2650,134761.89435323054
2651,139388.72051965474
2652,420134.8935263678
2653,247739.87688804566
2654,260984.47944832582
2655,392548.8011914845
2656,318024.3892907206
2657,334388.5086090097
2658,294198.7261196998
2659,292824.2516954396
2660,368997.70459436375
2661,348006.8230873428
2662,360837.22806495754
2663,279571.5404141678
2664,263155.57200438465
2665,320884.4251373463
2666,281861.8073079304
2667,168558.92822487696
2668,178404.98159275943
2669,185558.04434123644
2670,275502.6605478184
2671,187673.65982834407
2672,194257.26706993737
2673,207661.82348700878
2674,195669.18206991896
2675,168281.82929707112
2676,190586.1564575276
2677,194452.88996340506
2678,258802.05496495965
2679,272963.2842203479
2680,277126.7081341781
2681,401785.63002927066
2682,334886.4001681171
2683,538661.3681458287
2684,309006.6502891888
2685,325335.23459645186
2686,252965.1556831531
2687,320983.12435949495
2688,208798.6288101215
2689,199114.2367312025
2690,467550.4034202419
2691,193081.90628812867
2692,136927.33661164014
2693,196766.10509561418
2694,141372.4178054055
2695,193070.53711386124
2696,183941.67649243947
2697,189664.46760204656
2698,201068.79234084493
2699,176996.36623560527
2700,155409.19951468034
2701,154521.3939267812
2702,113937.83393290482
2703,122983.62723555938
2704,136451.034685344
2705,119150.19269221621
2706,118448.55784669783
2707,126354.74836917523
2708,133537.23637307875
2709,105186.58682732651
2710,125440.49460449613
2711,281720.73263920017
2712,388501.57486262947
2713,169700.96058356532
2714,151920.8546762999
2715,172802.1239802553
2716,146341.93836377666
2717,190485.34438929398
2718,221007.72912191224
2719,158171.13038054405
2720,165378.4009848917
2721,133981.27953168892
2722,162533.49100643402
2723,139352.30816795767
2724,127373.79951092014
2725,130432.10201672927
2726,155519.60427310027
2727,178912.02149023267
2728,176312.26713853047
2729,149699.93771347695
2730,148715.845264599
2731,132611.66387023786
2732,130871.60788067947
2733,157585.23476431586
2734,140552.02053483954
